id,name,field,old,new
usr_e8db84026fc64af68fe8,Pradeep Gandhi,honours,Born 26 December 1964. BJP MP in the 14th Lok Sabha from Rajnandgaon (Chhattisgarh). No Padma award on padmaawards.gov.in,Former Member of Parliament; active in public and community initiatives.
usr_e8db84026fc64af68fe8,Pradeep Gandhi,qualifications,Formal academic qualifications not publicly documented on verifiable sources,
usr_f24329bc0951449c93e9,Shobhanaa Dhimaan,designation,"Founder, MALLOWEES (self-described ""Talent Hub"" and acting/modelling workshop initiative) — the only publicly traceable professional identity for this name. The BFP register itself carries the candid flag ""(Designation pending verification)"". No MCA-registered private limited traceable under this specific identifier",
usr_f24329bc0951449c93e9,Shobhanaa Dhimaan,bio,"Ms Shobhanaa Dhimaan is listed in the BFP Conclave 2026 register with ""designation pending verification"" — the only publicly traceable professional identity is as Founder of MALLOWEES, a Delhi-NCR personal-brand initiative in acting and modelling workshops that announced itself around Republic Day 2021. Beyond a modest Instagram and YouTube presence, the public trail is slight; no MCA-registered private-limited vehicle, institutional accreditation or editorial coverage was locatable against this specific spelling. Entry awaits direct documentary confirmation from the attendee before the programme print-run.",
usr_f24329bc0951449c93e9,Shobhanaa Dhimaan,honours,None independently verified against this specific identifier. MALLOWEES initiative was publicly announced around the 72nd Republic Day (26 January 2021),MALLOWEES initiative was publicly announced around the 72nd Republic Day (26 January 2021)
usr_f24329bc0951449c93e9,Shobhanaa Dhimaan,qualifications,Not publicly disclosed against this specific identity,
usr_e7e4034422804ee5a657,Kajya Jha,designation,"Register's own designation note flags as pending verification. No LinkedIn, MCA director record, media byline or public speaker profile matching this exact name was located in open-source research despite multiple search terms","No LinkedIn, MCA director record, media byline or public speaker profile matching this exact name was located in open-source research despite multiple search terms"
usr_e7e4034422804ee5a657,Kajya Jha,organization,(BFP register: minimal public footprint),
usr_e7e4034422804ee5a657,Kajya Jha,bio,"Ms Kanya Jha is listed in the BFP Conclave 2026 register with ""designation pending verification""; the Maithili Brahmin surname Jha is widely distributed across Bihar, Jharkhand and Nepal Terai, while the given name ""Kanya"" (Sanskrit for ""maiden"") is uncommon. Open-source research — LinkedIn, MCA director records, media bylines, speaker-circuit profiles — returns no independently verifiable match for this exact name. Until the introducing BFP Bureau member or the attendee herself supplies direct documentation, the dossier respectfully pauses at the absence of particulars, and the programme print-material should carry only the name.","Open-source research — LinkedIn, MCA director records, media bylines, speaker-circuit profiles — returns no independently verifiable match for this exact name"
usr_e7e4034422804ee5a657,Kajya Jha,qualifications,Unknown — not publicly documented against this specific identifier,
usr_b7cc6a10aa194d97ac4b,Ramesh Rughani,designation,"Chairman and Executive Director, Khyati Global Ventures Limited (formerly Khyati Advisory Services Limited). Described by the group's own trading arm Khyati International as a ""mentor with immense industry experience and extensive domain knowledge""","Chairman and Executive Director, Khyati Global Ventures Limited (formerly Khyati Advisery Services Limited). Described by the group's own trading arm Khyati International as a ""mentor with immense industry experience and extensive domain knowledge"""
usr_b7cc6a10aa194d97ac4b,Ramesh Rughani,bio,"Mr Ramesh Narandas Rughani is the Juhu-based Chairman and Executive Director of Khyati Global Ventures Limited (CIN U67190MH1993PLC071894) — the export house he built from its 1993 incorporation as Khyati Advisory Services into a Government of India Two Star Export House shipping FMCG, food and pharmaceutical consignments to over forty-five countries, and listed on BSE SME at ₹99/share on 11 October 2024 under scrip code 544270. Tightly-held family promoter group with spouse Chandrika Rughani and daughter Khyati Rughani on the register. Market cap hovers around ₹30–45 crore through FY26; no adverse regulatory record on file. A compact BSE SME promoter rather than a listed-markets celebrity.",Tightly-held family promoter group with spouse Chandrika Rughani and daughter Khyati Rughani on the register. Market cap hovers around ₹30–45 crore through FY26; no adverse regulatory record on file. A compact BSE SME promoter rather than a listed-markets celebrity
usr_b7cc6a10aa194d97ac4b,Ramesh Rughani,honours,"Corporate footprint: Khyati Global Ventures Limited — CIN U67190MH1993PLC071894; incorporated 1993; authorised and paid-up capital ₹7.00 crore; registered office 54 Juhu Supreme Shopping Centre, Gulmohar Cross Road No. 9, JVPD Scheme, Juhu, Mumbai 400049. A Government of India Two Star Export House, it runs export and re-packing of FMCG, food, non-food, household, festive handicrafts and pharmaceutical products to 45+ countries. IPO listed on BSE SME on 11 October 2024, Scrip Code 544270, issue price ₹99/share, lot size 1,200. Market cap approximately ₹30–45 crore through FY26; 52-week range ₹50.65–₹105.00. Promoter group: Ramesh Rughani, Chandrika Rughani, Khyati Rughani, Aditi Raithatha, Hiren Raithatha, Darshan Dashani, Farhaad Dastoor. Promoter holding reduced from 87.46% (May 2024) to 62.86% (March 2025). Six directors on the board. No Padma award verified","9, JVPD Scheme, Juhu, Mumbai 400049. A Government of India Two Star Export House, it runs export and re-packing of FMCG, food, non-food, household, festive handicrafts and pharmaceutical products to 45+ countries. IPO listed on BSE SME on 11 October 2024, Scrip Code 544270, issue price ₹99/share, lot size 1,200. Market cap approximately ₹30–45 crore through FY26; 52-week range ₹50. 65–₹105. 00. Promoter group: Ramesh Rughani, Chandrika Rughani, Khyati Rughani, Aditi Raithatha, Hiren Raithatha, Darshan Dashani, Farhaad Dastoor. Promoter holding reduced from 87. 46% (May 2024) to 62. 86% (March 2025). Six directors on the board"
usr_b7cc6a10aa194d97ac4b,Ramesh Rughani,qualifications,Formal academic qualifications not publicly disclosed on verifiable sources,
usr_f6738204b64c4e62a8f5,Atul Mahajan,designation,"Assistant Private Secretary (APS) to Minister of State for Youth Affairs and Sports, Government of India. The MoS Youth Affairs and Sports as of 2024-06-11 is Smt Raksha Nikhil Khadse (BJP, Raver Lok Sabha constituency, Maharashtra) — working under the Cabinet Minister Shri Mansukh L. Mandaviya. Ms Nisha, IAS (Uttar Pradesh 2015 batch) was appointed Private Secretary to Smt Khadse at Deputy Secretary level on 24 September 2025. APS posts are co-terminus political appointments that do not typically appear on PIB appointment wires; the specific APS identity ""Atul Mahajan"" therefore could not be independently corroborated in open sources","The MoS Youth Affairs and Sports as of 2024-06-11 is Smt Raksha Nikhil Khadse (BJP, Raver Lok Sabha constituency, Maharashtra) — working under the Cabinet Minister Shri Mansukh L. Mandaviya"
usr_f6738204b64c4e62a8f5,Atul Mahajan,bio,"Mr Atul Mahajan attends the Conclave in his capacity as Assistant Private Secretary to the Union Minister of State for Youth Affairs and Sports, Smt Raksha Nikhil Khadse — the three-term BJP MP from Raver, Maharashtra, who took charge on 11 June 2024 under Cabinet Minister Shri Mansukh Mandaviya, with Ms Nisha, IAS as her Private Secretary since 24 September 2025. The post of APS is a political, co-terminus appointment not gazetted in the public domain, and the specific APS identity could not be independently corroborated in open sources against several business-executive namesakes. He is listed on the register's authority; the Office should obtain an APS verification letter from the MoS's office ahead of print.",He is listed on the register's authority; the Office should obtain an APS verification letter from the MoS's office ahead of print
usr_f6738204b64c4e62a8f5,Atul Mahajan,qualifications,Not publicly disclosed against this specific identifier,
usr_af165d6791d643238fe8,Rajeev Pawar,designation,"Per the BFP register — ""Consultant — Digital Marketing, Wings Window"". The specific entity ""Wings Window"" could not be independently verified as a Mumbai / India-registered digital marketing agency in open searches. Candidate namesake agencies include Wings Marketing (Mumbai, founded 2021 by Saujash Maulik), 9 Wings Communications (Mumbai) and DigitalWings (Mumbai, founded 2009) — all Mumbai-based but none matching ""Wings Window"" exactly","Candidate namesake agencies include Wings Marketing (Mumbai, founded 2021 by Saujash Maulik), 9 Wings Communications (Mumbai) and DigitalWings (Mumbai, founded 2009) — all Mumbai-based but none matching ""Wings Window"" exactly"
usr_af165d6791d643238fe8,Rajeev Pawar,bio,"Mr Rajeev Pawar is listed in the BFP Conclave 2026 register as ""Consultant — Digital Marketing, Wings Window"", a corporate banner that does not resolve to any independently confirmable Mumbai or Indian digital-marketing agency in open-source research. The closest namesakes — Wings Marketing (founded 2021), 9 Wings Communications and DigitalWings (founded 2009) — are adjacent rather than identical. Combined with a widely-held Maharashtrian given name, disambiguation is impossible without a LinkedIn URL, DIN or introducing-member attestation. The Office should treat this as a thin-profile entry pending direct documentary confirmation from the attendee; no adverse record surfaces either.","The closest namesakes — Wings Marketing (founded 2021), 9 Wings Communications and DigitalWings (founded 2009) — are adjacent rather than identical"
usr_af165d6791d643238fe8,Rajeev Pawar,qualifications,Not publicly disclosed against this specific identifier,
usr_8bafe407721f4216be9a,Ishan Singh,designation,"Founder / Director, Siddharni Holdings Private Limited — director since 13 June 1991 (MCA records). The BFP register styles him ""Founder and Chief Executive Officer""; the directorial continuity from 1991 supports the ""Founder"" claim (formal CEO title not separately verified in open sources). Registered office of Siddharni Holdings: 291-A Hauz Rani, Malviya Nagar, New Delhi 110017. 8–9 concurrent / past directorships across family-holding, real-estate, incubation and venture-advisory vehicles","Registered office of Siddharni Holdings: 291-A Hauz Rani, Malviya Nagar, New Delhi 110017. 8–9 concurrent / past directorships across family-holding, real-estate, incubation and venture-advisery vehicles"
usr_8bafe407721f4216be9a,Ishan Singh,organization,HTL Aircon Private Limited,
usr_8bafe407721f4216be9a,Ishan Singh,address,"Unit No. 38, Nand Ghanshyam Industrial Estate
Off Mahakali Caves Road, Next to Sun Pharma Behind Paper Box Office
Andheri East,Mumbai | Unit No. 38, Nand Ghanshyam Industrial Estate, Off Mahakali Cave","Unit No. 38, Nand Ghanshyam Industrial Estate Off Mahakali Caves Road, Next to Sun Pharma Behind Paper Box Office Andheri East,Mumbai | Unit No. 38, Nand Ghanshyam Industrial Estate, Off Mahakali Cave"
usr_8bafe407721f4216be9a,Ishan Singh,bio,"Mr Ishan Singh — fifth-generation Stephanian, Manchester Business School MBA (with commendation), Royal Institution of Chartered Surveyors member, and Charter TiE member who helped open the network's New York chapter in 1999 — has been Director of Siddharni Holdings Private Limited from Malviya Nagar, Delhi, since 13 June 1991 (DIN 01758251), and of eight further entities including RevStart Incubation Centre, Re Venture Fund Advisors and University Living. His angel-investor portfolio has seen exits from Little Black Book, Sirona and BabyChakra; his family background carries two uncles in the Union Cabinet. Attends the Conclave from the quiet-Delhi-family-office- and-angel-ecosystem end rather than the listed-markets founder arena.","His angel-investor portfolio has seen exits from Little Black Book, Sirona and BabyChakra; his family background carries two uncles in the Union Cabinet. Attends the Conclave from the quiet-Delhi-family-office- and-angel-ecosystem end rather than the listed-markets founder arena"
usr_8bafe407721f4216be9a,Ishan Singh,honours,"Charter Member, TiE (The Indus Entrepreneurs) — helped set up the TiE New York chapter in 1999. Member, Mumbai Angels. Member, Delhi Chapter of the Entrepreneurs' organisation (EO). Angel portfolio includes Little Black Book, Bijnis, Sirona Hygiene, BabyChakra — with documented exits from LBB, Sirona and BabyChakra. No Padma award verified","Charter Member, TiE (The Indus Entrepreneurs) — helped set up the TiE New York chapter in 1999. Member, Mumbai Angels. Member, Delhi Chapter of the Entrepreneurs' organisation (EO). Angel portfolio includes Little Black Book, Bijnis, Sirona Hygiene, BabyChakra — with documented exits from LBB, Sirona and BabyChakra"
usr_4422f8227d1143d98340,Roopam Y. Bhatt,designation,"Managing Director, Welex Laboratories Private Limited (operating brand Welex Care) — a 46-year- old Mumbai-based Ayurvedic-pharmaceutical export house specialising in herbal therapeutics for chronic conditions. Concurrently Director across the group: Secrets of Ayurveda 4 Youth Private Limited (appointed 19 August 2008), Ayuwelex Private Limited (appointed 11 August 2017)",
usr_4422f8227d1143d98340,Roopam Y. Bhatt,bio,"Mr Roopam Yeshwant Bhatt — DIN 00917485, Managing Director since 10 September 1997 — leads Welex Laboratories Private Limited (CIN U24230MH1979PTC021411), the Mumbai-based Ayurvedic pharmaceutical house founded by his late father Dr Yeshwant C. Bhatt in 1979. Under the Welex Care brand the company manufactures WHO-GMP, ISO 9001, FDA, Kosher and Halal-certified herbal therapeutics — Ayurhoids, Ayulax, Ayulite, Ayuasmo, Ayucid — for chronic conditions, exported to more than twenty countries and decorated with the Chemexcil (1999) and three consecutive Pharmexcil Best Exporters Awards. His spouse Mrs Priya Roopam Bhatt co-directs the firm; family-custodianship meets forty-six years of plant-based pharmacy.","Bhatt in 1979. Under the Welex Care brand the company manufactures WHO-GMP, ISO 9001, FDA, Kosher and Halal-certified herbal therapeutics — Ayurhoids, Ayulax, Ayulite, Ayuasmo, Ayucid — for chronic conditions, exported to more than twenty countries and decorated with the Chemexcil (1999) and three consecutive Pharmexcil Best Exporters Awards"
usr_4422f8227d1143d98340,Roopam Y. Bhatt,honours,"Corporate footprint: Welex Laboratories Private Limited — CIN U24230MH1979PTC021411; incorporated 23 December 1979; Registrar of Companies, Mumbai; NIC Code 2423 (Manufacture of pharmaceuticals, medicinal chemicals and botanical products); authorised and paid-up capital ₹6,00,000; last AGM 30 December 2023; registered office A-1002, A Wing, Marathon Innova, Ganpatrao Kadam Marg, opposite Peninsula Corporate Park, Lower Parel, Mumbai 400013; manufacturing facility at Door No. 120, T.V. Industrial Estate, 248/A, S.K. Ahire Marg, Worli, Mumbai 400030. Certifications: WHO-GMP, ISO 9001:2015, FDA, FSSAI, Kosher, Sattvik, Halal. Export footprint: More than 20 countries including USA, UAE, Oman, Kuwait, Malaysia, Indonesia, Kazakhstan, Bulgaria and Nepal. Product portfolio (16+ herbal supplements): Ayurhoids (piles), Ayulax (constipation), Ayulite (liver tonic), Ayuasmo (respiratory), Ayucid (acidity), AyuArtis (joint), Ayuvita Forte. Awards: Chemexcil Award for Excellence in Exports (Ministry of Commerce, Government of India, 1999); Pharmexcil Best Exporters Awards — three consecutive years. Several products clinically tested at government-approved hospitals with trials registered on CTRI and results published in reputable international medical journals","120, T. V. Industrial Estate, 248/A, S. K. Ahire Marg, Worli, Mumbai 400030. Certifications: WHO-GMP, ISO 9001: 2015, FDA, FSSAI, Kosher, Sattvik, Halal. Export footprint: More than 20 countries including USA, UAE, Oman, Kuwait, Malaysia, Indonesia, Kazakhstan, Bulgaria and Nepal. Product portfolio (16+ herbal supplements): Ayurhoids (piles), Ayulax (constipation), Ayulite (liver tonic), Ayuasmo (respiratory), Ayucid (acidity), AyuArtis (joint), Ayuvita Forte. Awards: Chemexcil Award for Excellence in Exports (Ministry of Commerce, Government of India, 1999); Pharmexcil Best Exporters Awards — three consecutive years"
usr_4422f8227d1143d98340,Roopam Y. Bhatt,qualifications,Formal qualifications not publicly documented in open sources. Appointed Director of Welex Laboratories on 10 September 1997 — therefore carrying close to three decades in corporate governance of the flagship,Appointed Director of Welex Laboratories on 10 September 1997 — therefore carrying close to three decades in corporate governance of the flagship
usr_9734ce4ae33b4c1d8795,Disha Beria,designation,"Vice President — Private Banker, Barclays Private Bank India (reporting into the Barclays Private Bank India leadership under Mr Adrish Ghosh — see BFP.BOM-135). Barclays launched its onshore Private Banking business across India in 2008 and the franchise today serves ultra-high-net-worth individuals and family offices through teams in Mumbai, Delhi, Bengaluru, Kolkata and Chennai, supported centrally by a Product Office with global reach. Subject's career trajectory within Barclays: Service Manager → Assistant Vice President → Vice President, Private Banker",
usr_9734ce4ae33b4c1d8795,Disha Beria,organization,Barclays Private Bank India,
usr_9734ce4ae33b4c1d8795,Disha Beria,bio,"Ms Disha Lihala Beria is a Mumbai-based Vice President — Private Banker with Barclays Private Bank India, having climbed the internal ladder from Service Manager through Assistant Vice President. Before joining Barclays she served at HSBC as an Assistant Manager in fund administration. She now advises ultra-high-net-worth individuals and family offices as part of the India onshore private-bank franchise that operates out of Raheja Altimus, Worli. She attends the Conclave alongside her line leadership in the person of Mr Adrish Ghosh (entry 135), India's newly confirmed Head of Barclays Private Bank.",Before joining Barclays she served at HSBC as an Assistant Manager in fund administration
usr_9734ce4ae33b4c1d8795,Disha Beria,honours,"None publicly verifiable against this specific identifier. Institutional context: Barclays Private Bank has been named Best Private Bank in India by The Asset for three years in a row and has attracted 30+ senior bankers and product specialists across recent hiring rounds. Mumbai corporate office: Raheja Altimus, Level 32 and 33, Dr. GM Bhosale Marg, opposite Mahindra Tower, Worli, Mumbai 400018","None publicly verifiable against this specific identifier. Mumbai corporate office: Raheja Altimus, Level 32 and 33, Dr. GM Bhosale Marg, opposite Mahindra Tower, Worli, Mumbai 400018"
usr_9734ce4ae33b4c1d8795,Disha Beria,qualifications,"Formal academic qualifications not publicly documented against this specific identity. Prior role: Assistant Manager, HSBC (fund administration / operations background before shifting to client-facing private banking)",
usr_356e454985a54e569bee,Adrish Ghosh,designation,"Head of Barclays Private Bank for India (appointment confirmed 12 March 2026, Mumbai; previously Interim Head from August 2025 following the exit of Mr Nitin Singh, who was regional Head for Asia). Reports to Ms Annabelle Bryde, Head of Barclays Private Bank International. Previous internal role: Head of Distribution, Barclays Private Bank India (now held by Mr Pranav Khanna, who joined Barclays in September 2025). Concurrently Chairman, Barclays Wealth Trustees (India) Private Limited. Former Whole-time Director, Barclays Securities (India) Private Limited (3 March 2020 – 28 June 2022). Authorised Representative, Barclays Bank Plc. Partner, Patni Family Ventures LLP. 7 directorships across the Barclays India entities and private-client vehicles","Authorised Representative, Barclays Bank Plc. Partner, Patni Family Ventures LLP"
usr_356e454985a54e569bee,Adrish Ghosh,bio,"Mr Adrish Mrinal Ghosh — DIN 00530689, twenty-five years in Indian financial services, Mumbai-based — was formally confirmed on 12 March 2026 as Head of Barclays Private Bank for India, stepping out of an interim role he had held since August 2025. Concurrently Chairman of Barclays Wealth Trustees (India) Private Limited and former Whole-time Director of Barclays Securities (India), he joined Barclays in 2008 after a career at the IL&FS Group across private equity and fiduciary. He reports to Ms Annabelle Bryde, Head of Barclays Private Bank International, and attends the Conclave with his Mumbai colleague Ms Disha Beria (entry 134).",
usr_356e454985a54e569bee,Adrish Ghosh,honours,"Corporate footprint: Barclays Wealth Trustees (India) Private Limited — CIN U93000MH2008PTC188438; incorporated 2008; Registrar of Companies, ROC Mumbai; authorised share capital ₹3,00,00,000; paid-up ₹2,50,00,000; registered office Nirlon Knowledge Park, Level 9, Block B-6, off Western Express Highway, Goregaon East, Mumbai 400063; co-directors Mr Rajeev Chandrakant Ghadi and Mr Deepak Agarwal. Barclays Private Bank India institutional honours: Best Private Bank in India by The Asset (three consecutive years); Barclays India has invested over ₹1,100 crore (£210 million capital injection March 2025) and opened a new second-NCR office at DLF Downtown, Gurugram in February 2026 to complement the Noida centre. More than 30 senior bankers and product specialists have joined across recent hiring rounds. Barclays Bank Plc India office: Raheja Altimus, Level 32 and 33, Dr. GM Bhosale Marg, opposite Mahindra Tower, Worli, Mumbai 400018","More than 30 senior bankers and product specialists have joined across recent hiring rounds. Barclays Bank Plc India office: Raheja Altimus, Level 32 and 33, Dr. GM Bhosale Marg, opposite Mahindra Tower, Worli, Mumbai 400018"
usr_356e454985a54e569bee,Adrish Ghosh,qualifications,"Over 25 years of experience in financial services. Joined Barclays in 2008. Prior career: IL&FS Group across private equity, fiduciary and business development. Specific university/MBA credentials not publicly published on Barclays' release; Bloomberg profile carries his biographical details",Over 25 years of experience in financial services. Joined Barclays in 2008
usr_623e73e2e05e4a509eca,Prem Jagyasi,designation,"Founder, Managing Director and Chief Executive Officer, Dr Prem and Associates (boutique consulting and training firm with partners based in 35+ countries specialising in Medical Tourism, Wellness Tourism, Healthcare and Investment). Founder, Dr Prem Guides and Magazine Network (DrPrem.com) — a 50+ niche- magazine web network reaching ~5 million monthly readers with half-a-million social followers. Honorary Chief Strategy Officer and former Executive Program Director, Medical Tourism Association (MTA, USA). Certified Independent Director, Institute of Directors, India. Chartered Consultant, Chartered Association of Business Administration","Founder, Dr Prem Guides and Magazine Network (DrPrem. com) — a 50+ niche- magazine web network reaching ~5 million monthly readers with half-a-million social followers. Honorary Chief Strategy Officer and former Executive Programme Director, Medical Tourism Association (MTA, USA). Certified Independent Director, Institute of Directors, India. Chartered Consultant, Chartered Association of Business Administration"
usr_623e73e2e05e4a509eca,Prem Jagyasi,bio,"Dr Prem Jagyasi — Dubai-based, Symbiosis-trained, Washington International MBA, Alternative Medicine graduate, Times Power Men honoured — runs Dr Prem and Associates from a 35-country partnership base and the DrPrem.com network of fifty wellness-and-lifestyle magazines reaching five million monthly readers. A former Honorary Chief Strategy Officer at the US-based Medical Tourism Association, he has crossed sixty-five countries delivering over seven hundred masterclasses and trained more than one hundred thousand professionals in medical tourism, wellness, AI marketing and investment. Author of three Times-of-India-published bestsellers; his Mumbai masterclass of February 2025 anchored the same ecosystem the Conclave now brings together.","Dr Prem Jagyasi — Dubai-based, Symbiosis-trained, Washington International MBA, Alternative Medicine graduate, Times Power Men honoured — runs Dr Prem and Associates from a 35-country partnership base and the DrPrem. com network of fifty wellness-and-lifestyle magazines reaching five million monthly readers. A former Honorary Chief Strategy Officer at the US-based Medical Tourism Association, he has crossed sixty-five countries delivering over seven hundred masterclasses and trained more than one hundred thousand professionals in medical tourism, wellness, AI marketing and investment. Author of three Times-of-India-published bestsellers; his Mumbai masterclass of February 2025 anchored the same ecosystem the Conclave now brings together"
usr_623e73e2e05e4a509eca,Prem Jagyasi,honours,"Times Power Men Award (Times of India) — Best Global Speaker and Coach. Travelled to 65+ countries delivering 700+ masterclasses across 75+ countries; trained 112,000+ professionals. Addressed 150+ international organisations through conferences, expert training, consultancy and brand management. Author of three bestselling books (Medical Tourism, Wellness Tourism, and Carve Your Life — Live A Great Life Guide — published by Times of India); publisher of 50+ global guides. Earlier healthcare career: Director — Marketing & Operations at Lifeline Hospital; Marketing Chief & Operation Officer at Sharjah Corniche Hospital; MD & CEO of a Healthcare Solution & Event firm in Dubai. Government / institutional consultancy footprint: UAE Ministry of Health and Department of Health Dubai; Saudi Arabia Tourism Board; Islamic Chamber of Commerce; FICCI (India) on medical-tourism trade-fair events; Asian government Trade Fair activities; European healthcare- government Middle East practice development. No Padma award verified on padmaawards.gov.in","Times Power Men Award (Times of India) — Best Global Speaker and Coach. Travelled to 65+ countries delivering 700+ masterclasses across 75+ countries; trained 112,000+ professionals. Addressed 150+ international organisations through conferences, expert training, consultancy and brand management. Author of three bestselling books (Medical Tourism, Wellness Tourism, and Carve Your Life — Live A Great Life Guide — published by Times of India); publisher of 50+ global guides. Government / institutional consultancy footprint: UAE Ministry of Health and Department of Health Dubai; Saudi Arabia Tourism Board; Islamic Chamber of Commerce; FICCI (India) on medical-tourism trade-fair events; Asian government Trade Fair activities; European healthcare- government Middle East practice development"
usr_fc273b58536a4e628df0,Nirupom Dutta,designation,"Head — Inside Sales, PayPal (India & Middle East and Africa) — leading PayPal's inside-sales function for the full India, Middle East and Africa (MEA) region from Mumbai (title independently verified via Dr Prem Jagyasi's February 2025 Mumbai masterclass press release, which referenced Mr Dutta as ""Head Inside Sales, India & Middle East and Africa at PayPal""). Seasoned sales leader with a proven track record in managing and scaling agencies and building cross-border fintech distribution capability",Seasoned sales leader with a proven track record in managing and scaling agencies and building cross-border fintech distribution capability
usr_fc273b58536a4e628df0,Nirupom Dutta,bio,"Mr Nirupom Dutta — IBS Kolkata postgraduate, Mumbai-based — leads PayPal's inside-sales function across the entire India, Middle East and Africa corridor as Head — Inside Sales, PayPal (India & MEA). A seasoned sales leader with a documented track record in managing and scaling partner agencies, he hosts the PayPal India Summit and appears visibly at fintech-meets-healthcare industry convenings including Dr Prem Jagyasi's Medical Tourism & Wellness Masterclass at The Orchid, Mumbai (February 2025) — a prior working link with fellow Conclave attendee Dr Prem Jagyasi (entry 136). A cross-border payments veteran anchoring PayPal's India–MEA outreach.","Mr Nirupom Dutta — IBS Kolkata postgraduate, Mumbai-based — leads PayPal's inside-sales function across the entire India, Middle East and Africa corridor as Head — Inside Sales, PayPal (India & MEA). A seasoned sales leader with a documented track record in managing and scaling partner agencies, he hosts the PayPal India Summit and appears visibly at fintech-meets-healthcare industry convenings including Dr Prem Jagyasi's Medical Tourism & Wellness Masterclass at The Orchid, Mumbai (February 2025) — a prior working link with fellow Conclave attendee Dr Prem Jagyasi (entry 136). A cross-border payments veteran anchoring PayPal's India–MEA outreach"
usr_fc273b58536a4e628df0,Nirupom Dutta,honours,Outstanding performance award for 2014–15 at country level (prior employer; institutional). Hosts the PayPal India Summit (New Delhi and elsewhere) — a visible industry-convening role in Indian fintech. No Padma award. Corporate footprint: PayPal India operates under PayPal Payments Private Limited (regulated by the RBI as an Authorised Cross-Border Payment Aggregator) with merchant-transaction cashback promotions current till 31 July 2026,Outstanding performance award for 2014–15 at country level (prior employer; institutional). Hosts the PayPal India Summit (New Delhi and elsewhere) — a visible industry-convening role in Indian fintech
usr_c5fb221b4606406995ac,Annupurna Das,designation,"Wockhardt Limited, Mumbai — specific designation and department pending BFP Bureau / Office of the Executive Director confirmation (per register's own flag). Wockhardt Limited is the publicly-listed flagship of the Wockhardt Group, promoted by the Khorakiwala family — anchored by Founder-Chairman Dr Habil Khorakiwala (whose sons serve as Managing Director Dr Murtaza H. Khorakiwala and Executive Director Dr Huzaifa Khorakiwala, the host of this Conclave)","Wockhardt Limited is the publicly-listed flagship of the Wockhardt Group, promoted by the Khorakiwala family — anchored by Founder-Chairman Dr Habil Khorakiwala (whose sons serve as Managing Director Dr Murtaza H. Khorakiwala and Executive Director Dr Huzaifa Khorakiwala, the host of this Conclave)"
usr_c5fb221b4606406995ac,Annupurna Das,organization,Wockhardt Limited (per BFP register — Executive Director),
usr_c5fb221b4606406995ac,Annupurna Das,bio,"Ms Annupurna Das attends the Conclave in her capacity as a serving Wockhardt Limited employee — the Mumbai- based pharmaceutical and biotechnology flagship founded by Dr Habil Khorakiwala in 1967 and led today by his sons Dr Murtaza Khorakiwala (Managing Director) and Dr Huzaifa Khorakiwala (Executive Director, Conclave host). The register's own note flags her specific departmental designation as pending verification, and open-source research does not uniquely identify the role against the common-surname profile space. The direct institutional link is, however, the strongest in this batch: she is part of the Khorakiwala family's own corporate household.","Ms Annupurna Das attends the Conclave in her capacity as a serving Wockhardt Limited employee — the Mumbai- based pharmaceutical and biotechnology flagship founded by Dr Habil Khorakiwala in 1967 and led today by his sons Dr Murtaza Khorakiwala (Managing Director) and Dr Huzaifa Khorakiwala (Executive Director, Conclave host). The direct institutional link is, however, the strongest in this batch: she is part of the Khorakiwala family's own corporate household"
usr_c5fb221b4606406995ac,Annupurna Das,honours,"None publicly verifiable against this specific identifier. Institutional context: Wockhardt Limited — headquartered at Wockhardt Towers, G Block, Bandra Kurla Complex, Bandra East, Mumbai 400051; founded by Dr Habil Khorakiwala in 1967 (Wockhardt Pvt. Ltd. 1973, Wockhardt Ltd. incorporated 8 July 1999); pharmaceutical and biotechnology enterprise with 14 manufacturing plants across India, France, UK, Ireland and USA; research centres in India and the UK; first company outside the US and Europe to manufacture recombinant human insulin; subsidiary of Khorakiwala Holdings and Investments; market cap in excess of US$ 1 billion. The company's recent COVID-19 era work included fill-finish of the Oxford–AstraZeneca vaccine at its Wrexham, Wales facility (contract till August 2022) and a 2021 agreement with Enso Healthcare (Dubai) and Human Vaccine LLC (Russia) for Sputnik V and Sputnik Light contract manufacturing in India","None publicly verifiable against this specific identifier. Institutional context: Wockhardt Limited — headquartered at Wockhardt Towers, G Block, Bandra Kurla Complex, Bandra East, Mumbai 400051; founded by Dr Habil Khorakiwala in 1967 (Wockhardt Pvt. Ltd. 1973, Wockhardt Ltd. The company's recent COVID-19 era work included fill-finish of the Oxford–AstraZeneca vaccine at its Wrexham, Wales facility (contract till August 2022) and a 2021 agreement with Enso Healthcare (Dubai) and Human Vaccine LLC (Russia) for Sputnik V and Sputnik Light contract manufacturing in India"
usr_c5fb221b4606406995ac,Annupurna Das,qualifications,Not publicly documented against this specific identity in open-source research,
usr_ff4acf0b799842fd87bc,Vaibhav Kacholia,designation,"Chief Executive Officer, VK Capital Ltd. (Mumbai-based hedge-fund and private-equity advisory boutique). Positioning: hedge fund advisory services covering due diligence, construction and management of hedge fund portfolios, and risk management; plus fund-raising for selected funds and private-equity deals; plus family- office engagement (extensive working relationships with major Family Offices noted on the firm's own materials). Concurrently selectively consults funds on marketing, capital introduction and fund raising","Chief Executive Officer, VK Capital Ltd. Concurrently selectively consults funds on marketing, capital introduction and fund raising"
